DATE,DFII5
2017-06-01,0.03
2017-06-02,-0.01
2017-06-05,0.02
2017-06-06,0.00
2017-06-07,0.05
2017-06-08,0.06
2017-06-09,0.09
2017-06-12,0.11
2017-06-13,0.12
2017-06-14,0.15
2017-06-15,0.20
2017-06-16,0.19
2017-06-19,0.24
2017-06-20,0.23
2017-06-21,0.24
2017-06-22,0.19
2017-06-23,0.18
2017-06-26,0.16
2017-06-27,0.21
2017-06-28,0.16
2017-06-29,0.23
2017-06-30,0.26
2017-07-03,0.27
2017-07-04,.
2017-07-05,0.27
2017-07-06,0.28
2017-07-07,0.32
2017-07-10,0.33
2017-07-11,0.31
2017-07-12,0.25
2017-07-13,0.25
2017-07-14,0.25
2017-07-17,0.22
2017-07-18,0.20
2017-07-19,0.18
2017-07-20,0.20
2017-07-21,0.19
2017-07-24,0.21
2017-07-25,0.23
2017-07-26,0.17
2017-07-27,0.16
2017-07-28,0.15
2017-07-31,0.17
2017-08-01,0.18
2017-08-02,0.19
2017-08-03,0.17
2017-08-04,0.17
2017-08-07,0.16
2017-08-08,0.15
2017-08-09,0.11
2017-08-10,0.10
2017-08-11,0.10
2017-08-14,0.18
2017-08-15,0.20
2017-08-16,0.17
2017-08-17,0.15
2017-08-18,0.16
2017-08-21,0.17
2017-08-22,0.19
2017-08-23,0.18
2017-08-24,0.18
2017-08-25,0.20
2017-08-28,0.18
2017-08-29,0.16
2017-08-30,0.15
2017-08-31,0.12
2017-09-01,0.10
2017-09-04,.
2017-09-05,0.07
2017-09-06,0.09
2017-09-07,0.02
2017-09-08,0.01
2017-09-11,0.08
2017-09-12,0.08
2017-09-13,0.10
2017-09-14,0.09
2017-09-15,0.09
2017-09-18,0.09
2017-09-19,0.10
2017-09-20,0.18
2017-09-21,0.19
2017-09-22,0.17
2017-09-25,0.13
2017-09-26,0.15
2017-09-27,0.17
2017-09-28,0.16
2017-09-29,0.24
2017-10-02,0.21
2017-10-03,0.24
2017-10-04,0.19
2017-10-05,0.20
2017-10-06,0.19
2017-10-09,.
2017-10-10,0.20
2017-10-11,0.20
2017-10-12,0.16
2017-10-13,0.20
2017-10-16,0.29
2017-10-17,0.28
2017-10-18,0.30
2017-10-19,0.32
2017-10-20,0.27
2017-10-23,0.32
2017-10-24,0.32
2017-10-25,0.32
2017-10-26,0.31
2017-10-27,0.27
2017-10-30,0.23
2017-10-31,0.22
2017-11-01,0.30
2017-11-02,0.21
2017-11-03,0.25
2017-11-06,0.22
2017-11-07,0.19
2017-11-08,0.24
2017-11-09,0.21
2017-11-10,0.28
2017-11-13,0.29
2017-11-14,0.27
2017-11-15,0.26
2017-11-16,0.28
2017-11-17,0.31
2017-11-20,0.35
2017-11-21,0.36
2017-11-22,0.30
2017-11-23,.
2017-11-24,0.36
2017-11-27,0.37
2017-11-28,0.38
2017-11-29,0.40
2017-11-30,0.41
2017-12-01,0.41
2017-12-04,0.39
2017-12-05,0.46
2017-12-06,0.37
2017-12-07,0.40
2017-12-08,0.43
2017-12-11,0.40
2017-12-12,0.40
2017-12-13,0.38
2017-12-14,0.38
2017-12-15,0.39
2017-12-18,0.46
2017-12-19,0.49
2017-12-20,0.50
2017-12-21,0.42
2017-12-22,0.44
2017-12-25,.
2017-12-26,0.49
2017-12-27,0.40
2017-12-28,0.37
2017-12-29,0.34
2018-01-01,.
2018-01-02,0.35
2018-01-03,0.38
2018-01-04,0.35
2018-01-05,0.34
2018-01-08,0.38
2018-01-09,0.38
2018-01-10,0.38
2018-01-11,0.43
2018-01-12,0.43
2018-01-15,.
2018-01-16,0.42
2018-01-17,0.49
2018-01-18,0.44
2018-01-19,0.45
2018-01-22,0.46
2018-01-23,0.51
2018-01-24,0.47
2018-01-25,0.50
2018-01-26,0.54
2018-01-29,0.57
2018-01-30,0.54
2018-01-31,0.54
2018-02-01,0.63
2018-02-02,0.65
2018-02-05,0.55
2018-02-06,0.64
2018-02-07,0.67
2018-02-08,0.68
2018-02-09,0.69
2018-02-12,0.72
2018-02-13,0.66
2018-02-14,0.74
2018-02-15,0.65
2018-02-16,0.63
2018-02-19,.
2018-02-20,0.61
2018-02-21,0.63
2018-02-22,0.60
2018-02-23,0.58
2018-02-26,0.53
2018-02-27,0.58
2018-02-28,0.61
2018-03-01,0.55
2018-03-02,0.60
2018-03-05,0.60
2018-03-06,0.55
2018-03-07,0.55
2018-03-08,0.55
2018-03-09,0.69
2018-03-12,0.62
2018-03-13,0.57
2018-03-14,0.57
2018-03-15,0.55
2018-03-16,0.60
2018-03-19,0.61
2018-03-20,0.64
2018-03-21,0.73
2018-03-22,0.60
2018-03-23,0.60
2018-03-26,0.63
2018-03-27,0.64
2018-03-28,0.68
2018-03-29,0.64
2018-03-30,.
2018-04-02,0.56
2018-04-03,0.61
2018-04-04,0.57
2018-04-05,0.71
2018-04-06,0.57
2018-04-09,0.58
2018-04-10,0.62
2018-04-11,0.56
2018-04-12,0.62
2018-04-13,0.66
2018-04-16,0.61
2018-04-17,0.67
2018-04-18,0.69
2018-04-19,0.65
2018-04-20,0.70
2018-04-23,0.72
2018-04-24,0.73
2018-04-25,0.75
2018-04-26,0.72
2018-04-27,0.71
2018-04-30,0.69
2018-05-01,0.73
2018-05-02,0.71
2018-05-03,0.69
2018-05-04,0.69
2018-05-07,0.67
2018-05-08,0.71
2018-05-09,0.71
2018-05-10,0.71
2018-05-11,0.71
2018-05-14,0.73
2018-05-15,0.77
2018-05-16,0.78
2018-05-17,0.78
2018-05-18,0.76
2018-05-21,0.75
2018-05-22,0.77
2018-05-23,0.71
2018-05-24,0.71
2018-05-25,0.72
2018-05-28,.
2018-05-29,0.60
2018-05-30,0.67
2018-05-31,0.65
2018-06-01,0.68
2018-06-04,0.72
2018-06-05,0.71
2018-06-06,0.75
2018-06-07,0.69
2018-06-08,0.71
2018-06-11,0.72
2018-06-12,0.74
2018-06-13,0.76
2018-06-14,0.74
2018-06-15,0.73
2018-06-18,0.72
2018-06-19,0.70
2018-06-20,0.74
2018-06-21,0.72
2018-06-22,0.70
2018-06-25,0.69
2018-06-26,0.68
2018-06-27,0.64
2018-06-28,0.66
2018-06-29,0.67
2018-07-02,0.68
2018-07-03,0.64
2018-07-04,.
2018-07-05,0.64
2018-07-06,0.63
2018-07-09,0.65
2018-07-10,0.68
2018-07-11,0.67
2018-07-12,0.69
2018-07-13,0.66
2018-07-16,0.70
2018-07-17,0.73
2018-07-18,0.74
2018-07-19,0.73
2018-07-20,0.75
2018-07-23,0.82
2018-07-24,0.83
2018-07-25,0.81
2018-07-26,0.86
2018-07-27,0.84
2018-07-30,0.84
2018-07-31,0.85
2018-08-01,0.87
2018-08-02,0.86
2018-08-03,0.82
2018-08-06,0.82
2018-08-07,0.84
2018-08-08,0.85
2018-08-09,0.83
2018-08-10,0.77
2018-08-13,0.76
2018-08-14,0.78
2018-08-15,0.76
2018-08-16,0.78
2018-08-17,0.79
2018-08-20,0.75
2018-08-21,0.76
2018-08-22,0.74
2018-08-23,0.73
2018-08-24,0.73
2018-08-27,0.74
2018-08-28,0.78
2018-08-29,0.78
2018-08-30,0.76
2018-08-31,0.76
2018-09-03,.
2018-09-04,0.79
2018-09-05,0.79
2018-09-06,0.79
2018-09-07,0.84
2018-09-10,0.85
2018-09-11,0.86
2018-09-12,0.85
2018-09-13,0.89
2018-09-14,0.90
2018-09-17,0.90
2018-09-18,0.93
2018-09-19,0.94
2018-09-20,0.94
2018-09-21,0.93
2018-09-24,0.93
2018-09-25,0.94
2018-09-26,0.92
2018-09-27,0.92
2018-09-28,0.91
2018-10-01,0.92
2018-10-02,0.91
2018-10-03,0.95
2018-10-04,0.99
2018-10-05,1.02
2018-10-08,.
2018-10-09,1.00
2018-10-10,1.01
2018-10-11,1.01
2018-10-12,1.01
2018-10-15,1.01
2018-10-16,1.01
2018-10-17,1.04
2018-10-18,1.04
2018-10-19,1.07
2018-10-22,1.07
2018-10-23,1.07
2018-10-24,1.01
2018-10-25,1.07
2018-10-26,0.98
2018-10-29,0.99
2018-10-30,1.03
2018-10-31,1.08
2018-11-01,1.08
2018-11-02,1.13
2018-11-05,1.12
2018-11-06,1.13
2018-11-07,1.14
2018-11-08,1.17
2018-11-09,1.15
2018-11-12,.
2018-11-13,1.11
2018-11-14,1.10
2018-11-15,1.09
2018-11-16,1.02
2018-11-19,1.02
2018-11-20,1.06
2018-11-21,1.08
2018-11-22,.
2018-11-23,1.11
2018-11-26,1.12
2018-11-27,1.16
2018-11-28,1.13
2018-11-29,1.06
2018-11-30,1.07
2018-12-03,1.07
2018-12-04,1.05
2018-12-05,.
2018-12-06,1.06
2018-12-07,1.02
2018-12-10,1.06
2018-12-11,1.13
2018-12-12,1.15
2018-12-13,1.13
2018-12-14,1.13
2018-12-17,1.11
2018-12-18,1.07
2018-12-19,1.06
2018-12-20,1.12
2018-12-21,1.09
2018-12-24,1.06
2018-12-25,.
2018-12-26,1.10
2018-12-27,1.07
2018-12-28,1.04
2018-12-31,1.00
2019-01-01,.
2019-01-02,1.00
2019-01-03,0.88
2019-01-04,0.91
2019-01-07,0.92
2019-01-08,0.92
2019-01-09,0.89
2019-01-10,0.91
2019-01-11,0.86
2019-01-14,0.89
2019-01-15,0.90
2019-01-16,0.90
2019-01-17,0.94
2019-01-18,0.95
2019-01-21,.
2019-01-22,0.94
2019-01-23,0.95
2019-01-24,0.93
2019-01-25,0.95
2019-01-28,0.96
2019-01-29,0.93
2019-01-30,0.81
2019-01-31,0.73
2019-02-01,0.79
2019-02-04,0.81
2019-02-05,0.79
2019-02-06,0.79
2019-02-07,0.77
2019-02-08,0.75
2019-02-11,0.78
2019-02-12,0.78
2019-02-13,0.77
2019-02-14,0.74
2019-02-15,0.74
2019-02-18,.
2019-02-19,0.71
2019-02-20,0.68
2019-02-21,0.71
2019-02-22,0.65
2019-02-25,0.66
2019-02-26,0.63
2019-02-27,0.65
2019-02-28,0.68
2019-03-01,0.71
2019-03-04,0.69
2019-03-05,0.70
2019-03-06,0.68
2019-03-07,0.64
2019-03-08,0.62
2019-03-11,0.62
2019-03-12,0.60
2019-03-13,0.58
2019-03-14,0.58
2019-03-15,0.54
2019-03-18,0.54
2019-03-19,0.57
2019-03-20,0.46
2019-03-21,0.48
2019-03-22,0.44
2019-03-25,0.44
2019-03-26,0.43
2019-03-27,0.44
2019-03-28,0.48
2019-03-29,0.45
2019-04-01,0.49
2019-04-02,0.47
2019-04-03,0.51
2019-04-04,0.51
2019-04-05,0.52
2019-04-08,0.52
2019-04-09,0.51
2019-04-10,0.45
2019-04-11,0.49
2019-04-12,0.52
2019-04-15,0.52
2019-04-16,0.55
2019-04-17,0.56
2019-04-18,0.52
2019-04-19,.
2019-04-22,0.52
2019-04-23,0.49
2019-04-24,0.45
2019-04-25,0.47
2019-04-26,0.43
2019-04-29,0.46
2019-04-30,0.43
2019-05-01,0.48
2019-05-02,0.56
2019-05-03,0.53
2019-05-06,0.49
2019-05-07,0.49
2019-05-08,0.53
2019-05-09,0.52
2019-05-10,0.51
2019-05-13,0.45
2019-05-14,0.45
2019-05-15,0.41
2019-05-16,0.43
2019-05-17,0.46
2019-05-20,0.50
2019-05-21,0.51
2019-05-22,0.51
2019-05-23,0.49
2019-05-24,0.50
2019-05-27,.
2019-05-28,0.48
2019-05-29,0.46
2019-05-30,0.44
2019-05-31,0.35
2019-06-03,0.27
2019-06-04,0.30
2019-06-05,0.27
2019-06-06,0.30
2019-06-07,0.24
2019-06-10,0.31
2019-06-11,0.35
2019-06-12,0.35
2019-06-13,0.33
2019-06-14,0.37
2019-06-17,0.40
2019-06-18,0.34
2019-06-19,0.24
2019-06-20,0.16
2019-06-21,0.20
2019-06-24,0.18
2019-06-25,0.21
2019-06-26,0.24
2019-06-27,0.23
2019-06-28,0.23
2019-07-01,0.26
2019-07-02,0.25
2019-07-03,0.23
2019-07-04,.
2019-07-05,0.29
2019-07-08,0.31
2019-07-09,0.32
2019-07-10,0.23
2019-07-11,0.25
2019-07-12,0.24
2019-07-15,0.23
2019-07-16,0.25
2019-07-17,0.23
2019-07-18,0.18
2019-07-19,0.20
2019-07-22,0.21
2019-07-23,0.22
2019-07-24,0.23
2019-07-25,0.25
2019-07-26,0.28
2019-07-29,0.27
2019-07-30,0.26
2019-07-31,0.28
2019-08-01,0.21
2019-08-02,0.21
2019-08-05,0.16
2019-08-06,0.13
2019-08-07,0.14
2019-08-08,0.11
2019-08-09,0.13
2019-08-12,0.10
2019-08-13,0.13
2019-08-14,0.15
2019-08-15,0.08
2019-08-16,0.08
2019-08-19,0.11
2019-08-20,0.08
2019-08-21,0.13
2019-08-22,0.15
2019-08-23,0.05
2019-08-26,0.09
2019-08-27,0.04
2019-08-28,0.01
2019-08-29,0.01
2019-08-30,0.04
2019-09-02,.
2019-09-03,0.06
2019-09-04,0.01
2019-09-05,0.08
2019-09-06,0.07
2019-09-09,0.11
2019-09-10,0.18
2019-09-11,0.20
2019-09-12,0.22
2019-09-13,0.29
2019-09-16,0.21
2019-09-17,0.20
2019-09-18,0.28
2019-09-19,0.25
2019-09-20,0.19
2019-09-23,0.17
2019-09-24,0.13
2019-09-25,0.19
2019-09-26,0.19
2019-09-27,0.20
2019-09-30,0.20
2019-10-01,0.18
2019-10-02,0.14
2019-10-03,0.09
2019-10-04,0.07
2019-10-07,0.11
2019-10-08,0.11
2019-10-09,0.16
2019-10-10,0.19
2019-10-11,0.25
2019-10-14,.
2019-10-15,0.26
2019-10-16,0.22
2019-10-17,0.05
2019-10-18,0.04
2019-10-21,0.08
2019-10-22,0.07
2019-10-23,0.06
2019-10-24,0.06
2019-10-25,0.07
2019-10-28,0.13
2019-10-29,0.15
2019-10-30,0.14
2019-10-31,0.07
2019-11-01,0.05
2019-11-04,0.04
2019-11-05,0.08
2019-11-06,0.06
2019-11-07,0.13
2019-11-08,0.11
2019-11-11,.
2019-11-12,0.13
2019-11-13,0.11
2019-11-14,0.09
2019-11-15,0.13
2019-11-18,0.09
2019-11-19,0.10
2019-11-20,0.07
2019-11-21,0.09
2019-11-22,0.09
2019-11-25,0.09
2019-11-26,0.06
2019-11-27,0.09
2019-11-28,.
2019-11-29,0.12
2019-12-02,0.11
2019-12-03,0.03
2019-12-04,0.06
2019-12-05,0.07
2019-12-06,0.08
2019-12-09,0.08
2019-12-10,0.09
2019-12-11,0.04
2019-12-12,0.11
2019-12-13,0.04
2019-12-16,0.08
2019-12-17,0.06
2019-12-18,0.06
2019-12-19,0.05
2019-12-20,0.06
2019-12-23,0.08
2019-12-24,0.05
2019-12-25,.
2019-12-26,0.06
2019-12-27,0.04
2019-12-30,0.02
2019-12-31,0.01
2020-01-01,.
2020-01-02,-0.05
2020-01-03,-0.10
2020-01-06,-0.08
2020-01-07,-0.05
2020-01-08,-0.01
2020-01-09,-0.02
2020-01-10,-0.04
2020-01-13,-0.05
2020-01-14,-0.07
2020-01-15,-0.07
2020-01-16,-0.05
2020-01-17,-0.05
2020-01-20,.
2020-01-21,-0.09
2020-01-22,-0.07
2020-01-23,-0.09
2020-01-24,-0.11
2020-01-27,-0.12
2020-01-28,-0.12
2020-01-29,-0.17
2020-01-30,-0.20
2020-01-31,-0.28
2020-02-03,-0.21
2020-02-04,-0.16
2020-02-05,-0.15
2020-02-06,-0.16
2020-02-07,-0.20
2020-02-10,-0.24
2020-02-11,-0.20
2020-02-12,-0.19
2020-02-13,-0.22
2020-02-14,-0.22
2020-02-17,.
2020-02-18,-0.25
2020-02-19,-0.24
2020-02-20,-0.26
2020-02-21,-0.30
2020-02-24,-0.36
2020-02-25,-0.36
2020-02-26,-0.36
2020-02-27,-0.37
2020-02-28,-0.44
2020-03-02,-0.44
2020-03-03,-0.57
2020-03-04,-0.59
2020-03-05,-0.61
2020-03-06,-0.56
2020-03-09,-0.34
2020-03-10,-0.14
2020-03-11,-0.03
2020-03-12,0.03
2020-03-13,0.17
2020-03-16,0.19
2020-03-17,0.50
2020-03-18,0.63
2020-03-19,0.52
2020-03-20,0.21
2020-03-23,0.01
2020-03-24,-0.03
2020-03-25,-0.13
2020-03-26,-0.21
2020-03-27,-0.13
2020-03-30,-0.18
2020-03-31,-0.12
2020-04-01,-0.19
2020-04-02,-0.34
2020-04-03,-0.39
2020-04-06,-0.41
2020-04-07,-0.38
2020-04-08,-0.40
2020-04-09,-0.49
2020-04-10,.
2020-04-13,-0.50
2020-04-14,-0.52
2020-04-15,-0.53
2020-04-16,-0.35
2020-04-17,-0.31
2020-04-20,-0.21
2020-04-21,-0.24
2020-04-22,-0.32
2020-04-23,-0.30
2020-04-24,-0.36
2020-04-27,-0.37
2020-04-28,-0.39
2020-04-29,-0.42
2020-04-30,-0.36
2020-05-01,-0.32
2020-05-04,-0.33
2020-05-05,-0.35
2020-05-06,-0.34
2020-05-07,-0.41
2020-05-08,-0.41
2020-05-11,-0.39
2020-05-12,-0.38
2020-05-13,-0.40
2020-05-14,-0.40
2020-05-15,-0.44
2020-05-18,-0.46
2020-05-19,-0.47
2020-05-20,-0.49
2020-05-21,-0.46
2020-05-22,-0.46
2020-05-25,.
2020-05-26,-0.47
2020-05-27,-0.48
2020-05-28,-0.52
2020-05-29,-0.53
2020-06-01,-0.53
2020-06-02,-0.52
2020-06-03,-0.50
2020-06-04,-0.48
2020-06-05,-0.48
2020-06-08,-0.53
2020-06-09,-0.58
2020-06-10,-0.67
2020-06-11,-0.63
2020-06-12,-0.62
2020-06-15,-0.65
2020-06-16,-0.68
2020-06-17,-0.67
2020-06-18,-0.78
2020-06-19,-0.73
2020-06-22,-0.77
2020-06-23,-0.81
2020-06-24,-0.77
2020-06-25,-0.79
2020-06-26,-0.81
2020-06-29,-0.86
2020-06-30,-0.87
2020-07-01,-0.86
2020-07-02,-0.92
2020-07-03,.
2020-07-06,-0.97
2020-07-07,-0.97
2020-07-08,-0.95
2020-07-09,-0.94
2020-07-10,-0.95
2020-07-13,-0.97
2020-07-14,-0.99
2020-07-15,-1.00
2020-07-16,-1.02
2020-07-17,-1.06
2020-07-20,-1.08
2020-07-21,-1.13
2020-07-22,-1.13
2020-07-23,-1.10
2020-07-24,-1.08
2020-07-27,-1.08
2020-07-28,-1.10
2020-07-29,-1.13
2020-07-30,-1.14
2020-07-31,-1.19
2020-08-03,-1.24
2020-08-04,-1.26
2020-08-05,-1.30
2020-08-06,-1.32
2020-08-07,-1.27
2020-08-10,-1.25
2020-08-11,-1.23
2020-08-12,-1.26
2020-08-13,-1.24
2020-08-14,-1.24
2020-08-17,-1.25
2020-08-18,-1.28
2020-08-19,-1.26
2020-08-20,-1.22
2020-08-21,-1.25
2020-08-24,-1.29
2020-08-25,-1.30
2020-08-26,-1.35
2020-08-27,-1.34
2020-08-28,-1.40
2020-08-31,-1.41
2020-09-01,-1.39
2020-09-02,-1.35
2020-09-03,-1.29
2020-09-04,-1.27
2020-09-07,.
2020-09-08,-1.27
2020-09-09,-1.29
2020-09-10,-1.28
2020-09-11,-1.27
2020-09-14,-1.27
2020-09-15,-1.27
2020-09-16,-1.29
2020-09-17,-1.29
2020-09-18,-1.29
2020-09-21,-1.23
2020-09-22,-1.23
2020-09-23,-1.20
2020-09-24,-1.18
2020-09-25,-1.17
2020-09-28,-1.22
2020-09-29,-1.25
2020-09-30,-1.22
2020-10-01,-1.21
2020-10-02,-1.20
2020-10-05,-1.19
2020-10-06,-1.19
2020-10-07,-1.19
2020-10-08,-1.23
2020-10-09,-1.22
2020-10-12,.
2020-10-13,-1.21
2020-10-14,-1.22
2020-10-15,-1.20
2020-10-16,-1.21
2020-10-19,-1.19
2020-10-20,-1.19
2020-10-21,-1.20
2020-10-22,-1.30
2020-10-23,-1.29
2020-10-26,-1.28
2020-10-27,-1.30
2020-10-28,-1.27
2020-10-29,-1.23
2020-10-30,-1.21
2020-11-02,-1.22
2020-11-03,-1.23
2020-11-04,-1.23
2020-11-05,-1.22
2020-11-06,-1.18
2020-11-09,-1.19
2020-11-10,-1.23
2020-11-11,.
2020-11-12,-1.23
2020-11-13,-1.23
2020-11-16,-1.23
2020-11-17,-1.24
2020-11-18,-1.23
2020-11-19,-1.23
2020-11-20,-1.23
2020-11-23,-1.23
2020-11-24,-1.26
2020-11-25,-1.28
2020-11-26,.
2020-11-27,-1.30
2020-11-30,-1.32
2020-12-01,-1.30
2020-12-02,-1.34
2020-12-03,-1.38
2020-12-04,-1.41
2020-12-07,-1.44
2020-12-08,-1.45
2020-12-09,-1.43
2020-12-10,-1.44
2020-12-11,-1.45
2020-12-14,-1.47
2020-12-15,-1.49
2020-12-16,-1.53
2020-12-17,-1.52
2020-12-18,-1.53
2020-12-21,-1.51
2020-12-22,-1.55
2020-12-23,-1.55
2020-12-24,-1.55
2020-12-25,.
2020-12-28,-1.54
2020-12-29,-1.53
2020-12-30,-1.55
2020-12-31,-1.59
2021-01-01,.
2021-01-04,-1.62
2021-01-05,-1.63
2021-01-06,-1.61
2021-01-07,-1.63
2021-01-08,-1.58
2021-01-11,-1.54
2021-01-12,-1.56
2021-01-13,-1.56
2021-01-14,-1.60
2021-01-15,-1.63
2021-01-18,.
2021-01-19,-1.67
2021-01-20,-1.70
2021-01-21,-1.73
2021-01-22,-1.72
2021-01-25,-1.73
2021-01-26,-1.73
2021-01-27,-1.74
2021-01-28,-1.76
2021-01-29,-1.76
2021-02-01,-1.76
2021-02-02,-1.78
2021-02-03,-1.81
2021-02-04,-1.79
2021-02-05,-1.81
2021-02-08,-1.83
2021-02-09,-1.83
2021-02-10,-1.85
2021-02-11,-1.86
2021-02-12,-1.85
2021-02-15,.
2021-02-16,-1.80
2021-02-17,-1.78
2021-02-18,-1.73
2021-02-19,-1.70
2021-02-22,-1.74
2021-02-23,-1.76
2021-02-24,-1.76
2021-02-25,-1.53
2021-02-26,-1.64
2021-03-01,-1.69
2021-03-02,-1.76
2021-03-03,-1.72
2021-03-04,-1.66
2021-03-05,-1.64
2021-03-08,-1.56
2021-03-09,-1.58
2021-03-10,-1.67
2021-03-11,-1.73
2021-03-12,-1.66
2021-03-15,-1.70
2021-03-16,-1.76
2021-03-17,-1.78
2021-03-18,-1.64
2021-03-19,-1.61
2021-03-22,-1.64
2021-03-23,-1.65
2021-03-24,-1.70
2021-03-25,-1.72
2021-03-26,-1.72
2021-03-29,-1.67
2021-03-30,-1.62
2021-03-31,-1.62
2021-04-01,-1.65
2021-04-02,-1.61
2021-04-05,-1.61
2021-04-06,-1.64
2021-04-07,-1.66
2021-04-08,-1.70
2021-04-09,-1.64
2021-04-12,-1.63
2021-04-13,-1.69
2021-04-14,-1.69
2021-04-15,-1.74
2021-04-16,-1.73
2021-04-19,-1.71
2021-04-20,-1.71
2021-04-21,-1.72
2021-04-22,-1.61
2021-04-23,-1.61
2021-04-26,-1.62
2021-04-27,-1.63
2021-04-28,-1.68
2021-04-29,-1.70
2021-04-30,-1.71
2021-05-03,-1.76
2021-05-04,-1.80
2021-05-05,-1.88
2021-05-06,-1.85
2021-05-07,-1.88
2021-05-10,-1.91
2021-05-11,-1.88
2021-05-12,-1.85
2021-05-13,-1.81
2021-05-14,-1.86
2021-05-17,-1.88
2021-05-18,-1.89
2021-05-19,-1.79
2021-05-20,-1.76
2021-05-21,-1.78
2021-05-24,-1.82
2021-05-25,-1.84
2021-05-26,-1.80
2021-05-27,-1.78
2021-05-28,-1.78
2021-05-31,.
2021-06-01,-1.79
2021-06-02,-1.79
2021-06-03,-1.72
2021-06-04,-1.76
2021-06-07,-1.72
2021-06-08,-1.70
2021-06-09,-1.66
2021-06-10,-1.74
2021-06-11,-1.67
2021-06-14,-1.64
2021-06-15,-1.67
2021-06-16,-1.52
2021-06-17,-1.41
2021-06-18,-1.48
2021-06-21,-1.51
2021-06-22,-1.59
2021-06-23,-1.59
2021-06-24,-1.55
2021-06-25,-1.54
2021-06-28,-1.55
2021-06-29,-1.57
2021-06-30,-1.60
2021-07-01,-1.60
2021-07-02,-1.63
2021-07-05,.
2021-07-06,-1.67
2021-07-07,-1.64
2021-07-08,-1.64
2021-07-09,-1.65
2021-07-12,-1.67
2021-07-13,-1.71
2021-07-14,-1.73
2021-07-15,-1.75
2021-07-16,-1.73
2021-07-19,-1.71
2021-07-20,-1.71
2021-07-21,-1.71
2021-07-22,-1.75
2021-07-23,-1.81
2021-07-26,-1.86
2021-07-27,-1.84
2021-07-28,-1.85
2021-07-29,-1.85
2021-07-30,-1.87
2021-08-02,-1.85
2021-08-03,-1.86
2021-08-04,-1.83
2021-08-05,-1.74
2021-08-06,-1.73
2021-08-09,-1.71
2021-08-10,-1.71
2021-08-11,-1.74
2021-08-12,-1.72
2021-08-13,-1.73
2021-08-16,-1.75
2021-08-17,-1.72
2021-08-18,-1.69
2021-08-19,-1.67
2021-08-20,-1.60
2021-08-23,-1.65
2021-08-24,-1.65
2021-08-25,-1.67
2021-08-26,-1.66
2021-08-27,-1.74
2021-08-30,-1.74
2021-08-31,-1.71
2021-09-01,-1.70
2021-09-02,-1.69
2021-09-03,-1.70
2021-09-06,.
2021-09-07,-1.69
2021-09-08,-1.72
2021-09-09,-1.76
2021-09-10,-1.73
2021-09-13,-1.72
2021-09-14,-1.70
2021-09-15,-1.70
2021-09-16,-1.69
2021-09-17,-1.63
2021-09-20,-1.60
2021-09-21,-1.60
2021-09-22,-1.55
2021-09-23,-1.54
2021-09-24,-1.50
2021-09-27,-1.52
2021-09-28,-1.51
2021-09-29,-1.51
2021-09-30,-1.53
2021-10-01,-1.58
2021-10-04,-1.58
2021-10-05,-1.61
2021-10-06,-1.58
2021-10-07,-1.59
2021-10-08,-1.59
2021-10-11,.
2021-10-12,-1.56
2021-10-13,-1.59
2021-10-14,-1.64
2021-10-15,-1.58
2021-10-18,-1.55
2021-10-19,-1.54
2021-10-20,-1.61
2021-10-21,-1.71
2021-10-22,-1.69
2021-10-25,-1.76
2021-10-26,-1.79
2021-10-27,-1.80
2021-10-28,-1.72
2021-10-29,-1.71
2021-11-01,-1.66
2021-11-02,-1.69
2021-11-03,-1.67
2021-11-04,-1.78
2021-11-05,-1.83
2021-11-08,-1.81
2021-11-09,-1.88
2021-11-10,-1.85
2021-11-11,.
2021-11-12,-1.87
2021-11-15,-1.91
2021-11-16,-1.90
2021-11-17,-1.90
2021-11-18,-1.89
2021-11-19,-1.80
2021-11-22,-1.65
2021-11-23,-1.67
2021-11-24,-1.69
2021-11-25,.
2021-11-26,-1.76
2021-11-29,-1.73
2021-11-30,-1.66
2021-12-01,-1.55
2021-12-02,-1.52
2021-12-03,-1.59
2021-12-06,-1.58
2021-12-07,-1.58
2021-12-08,-1.61
2021-12-09,-1.54
2021-12-10,-1.51
2021-12-13,-1.52
2021-12-14,-1.43
2021-12-15,-1.41
2021-12-16,-1.51
2021-12-17,-1.47
2021-12-20,-1.48
2021-12-21,-1.45
2021-12-22,-1.47
2021-12-23,-1.47
2021-12-24,.
2021-12-27,-1.49
2021-12-28,-1.51
2021-12-29,-1.54
2021-12-30,-1.59
2021-12-31,-1.61
2022-01-03,-1.58
2022-01-04,-1.56
2022-01-05,-1.44
2022-01-06,-1.30
2022-01-07,-1.28
2022-01-10,-1.24
2022-01-11,-1.36
2022-01-12,-1.32
2022-01-13,-1.30
2022-01-14,-1.24
2022-01-17,.
2022-01-18,-1.15
2022-01-19,-1.11
2022-01-20,-1.12
2022-01-21,-1.16
2022-01-24,-1.21
2022-01-25,-1.22
2022-01-26,-1.09
2022-01-27,-1.10
2022-01-28,-1.19
2022-01-31,-1.20
2022-02-01,-1.17
2022-02-02,-1.19
2022-02-03,-1.10
2022-02-04,-1.00
2022-02-07,-0.99
2022-02-08,-0.96
2022-02-09,-0.96
2022-02-10,-0.85
2022-02-11,-0.98
2022-02-14,-1.01
2022-02-15,-0.95
2022-02-16,-0.97
2022-02-17,-1.02
2022-02-18,-1.04
2022-02-21,.
